Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 10,Coverage (%) 11,Coverage (%) 12,Coverage (%) 1,Coverage (%) 2,Coverage (%) 3,Coverage (%) 4,Coverage (%) 5,Coverage (%) 6,Coverage (%) 7,Coverage (%) 8,Coverage (%) 9,Area 10_hf,Area 11_im,Area 12_if,Area 1_hm,Area 2_hf,Area 3_im,Area 4_if,Area 5_hm,Area 6_hf,Area 7_im,Area 8_if,Area 9_hm,#Peptides,#Unique,#Spec 10,#Spec 11,#Spec 12,#Spec 1,#Spec 2,#Spec 3,#Spec 4,#Spec 5,#Spec 6,#Spec 7,#Spec 8,#Spec 9,PTM,Avg. Mass,Description
1478,2594,A0A5B7DSE3|A0A5B7DSE3_PORTR,74.27,32,32,12,12,12,12,12,0,12,12,12,12,12,3.05E+03,1.06E+03,2.39E+03,3.20E+04,3.70E+02,6.09E+03,,8.21E+02,2.04E+03,1.91E+03,1.02E+03,1.94E+03,2,2,3,1,2,1,2,3,0,2,1,2,2,1,Carbamidomethylation,13491,Cytochrome c oxidase subunit 5B  mitochondrial OS=Portunus trituberculatus OX=210409 GN=COX5B PE=4 SV=1
2026,29978,A0A423SM26|A0A423SM26_PENVA,74.19,2,0,0,0,0,0,1,0,0,0,0,2,0,,,,,,6.89E+02,,,,,8.01E+02,,2,2,0,0,0,0,0,2,0,0,0,0,3,0,,269839,Translational activator GCN1 OS=Penaeus vannamei OX=6689 GN=C7M84_016804 PE=3 SV=1
2026,1221,A0A0P4WE41|A0A0P4WE41_SCYOL,74.19,2,0,0,0,0,0,1,0,0,0,0,2,0,,,,,,6.89E+02,,,,,8.01E+02,,2,2,0,0,0,0,0,2,0,0,0,0,3,0,,268870,TOG domain-containing protein OS=Scylla olivacea OX=85551 PE=3 SV=1
2094,5570,A0A0N7ZCB6|A0A0N7ZCB6_SCYOL,74.1,5,0,0,5,0,0,5,0,0,0,5,5,0,,,3.50E+02,,,5.97E+02,,,,1.17E+02,8.15E+02,,2,2,0,0,1,0,0,2,0,0,0,1,1,0,,32368,NAD-dependent protein deacylase OS=Scylla olivacea OX=85551 PE=3 SV=1
1900,2601,A0A5B7EB16|A0A5B7EB16_PORTR,74.08,10,10,0,0,8,0,0,8,0,8,8,0,0,2.68E+02,,,4.88E+02,,,1.10E+03,,6.90E+02,1.62E+02,,,2,2,2,0,0,2,0,0,1,0,2,1,0,0,Carbamidomethylation,29191,60S ribosomal protein L22 OS=Portunus trituberculatus OX=210409 GN=rpl-22 PE=3 SV=1
2209,30494,A0A3R7P5C3|A0A3R7P5C3_PENVA,74.05,2,0,0,0,0,0,1,0,0,0,0,2,0,,,,,,1.87E+02,,,,,5.45E+02,,2,2,0,0,0,0,0,1,0,0,0,0,2,0,,178176,Putative glutamyl-tRNA synthetase  cytoplasmic OS=Penaeus vannamei OX=6689 GN=C7M84_020511 PE=3 SV=1
2192,3566,A0A0N7ZD40|A0A0N7ZD40_SCYOL,73.94,12,0,5,0,0,0,7,0,0,0,0,7,0,,7.69E+02,,,,1.35E+03,,,,,8.37E+02,,2,2,0,1,0,0,0,1,0,0,0,0,2,0,,23353,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1438,42117,K7QPA1|K7QPA1_PROCL,73.87,31,13,13,13,31,13,31,31,13,0,0,13,13,2.03E+03,2.69E+03,3.25E+03,4.49E+03,2.33E+03,6.91E+03,8.17E+03,6.09E+02,,,2.64E+03,1.50E+03,2,2,1,2,2,2,1,5,5,1,0,0,2,1,Acetylation (Protein N-term),10547,Small ubiquitin-related modifier OS=Procambarus clarkii OX=6728 GN=SUMO PE=2 SV=1
1438,14876,F4YZJ0|F4YZJ0_ERISI,73.87,31,13,13,13,31,13,31,31,13,0,0,13,13,2.03E+03,2.69E+03,3.25E+03,4.49E+03,2.33E+03,6.91E+03,8.17E+03,6.09E+02,,,2.64E+03,1.50E+03,2,2,1,2,2,2,1,5,5,1,0,0,2,1,Acetylation (Protein N-term),10547,Small ubiquitin-related modifier OS=Eriocheir sinensis OX=95602 PE=2 SV=1
1438,14875,E3UTM7|E3UTM7_SCYPA,73.87,31,13,13,13,31,13,31,31,13,0,0,13,13,2.03E+03,2.69E+03,3.25E+03,4.49E+03,2.33E+03,6.91E+03,8.17E+03,6.09E+02,,,2.64E+03,1.50E+03,2,2,1,2,2,2,1,5,5,1,0,0,2,1,Acetylation (Protein N-term),10547,Small ubiquitin-related modifier OS=Scylla paramamosain OX=85552 PE=2 SV=1
1438,42118,V9ZC01|V9ZC01_PENCE,73.87,31,13,13,13,31,13,31,31,13,0,0,13,13,2.03E+03,2.69E+03,3.25E+03,4.49E+03,2.33E+03,6.91E+03,8.17E+03,6.09E+02,,,2.64E+03,1.50E+03,2,2,1,2,2,2,1,5,5,1,0,0,2,1,Acetylation (Protein N-term),10547,Small ubiquitin-related modifier OS=Penaeus chinensis OX=139456 PE=2 SV=1
1438,42119,C5I773|C5I773_PENVA,73.87,31,13,13,13,31,13,31,31,13,0,0,13,13,2.03E+03,2.69E+03,3.25E+03,4.49E+03,2.33E+03,6.91E+03,8.17E+03,6.09E+02,,,2.64E+03,1.50E+03,2,2,1,2,2,2,1,5,5,1,0,0,2,1,Acetylation (Protein N-term),10547,Small ubiquitin-related modifier OS=Penaeus vannamei OX=6689 GN=SUMO-1 PE=2 SV=1
1338,10018,A0A5B7E4X9|A0A5B7E4X9_PORTR,73.83,13,13,13,13,13,13,13,0,13,0,13,13,13,1.08E+04,4.43E+03,9.89E+03,1.59E+03,2.21E+03,2.11E+04,,8.44E+03,,9.43E+03,1.91E+04,4.64E+03,2,2,5,1,2,1,2,4,0,2,0,2,5,2,,9908,Profilin OS=Portunus trituberculatus OX=210409 GN=chic_1 PE=3 SV=1
1338,48357,A0A7T1BYB2|A0A7T1BYB2_PROCL,73.83,10,10,10,10,10,10,10,0,10,0,10,10,10,1.08E+04,4.43E+03,9.89E+03,1.59E+03,2.21E+03,2.11E+04,,8.44E+03,,9.43E+03,1.91E+04,4.64E+03,2,2,5,1,2,1,2,4,0,2,0,2,5,2,,13780,Profilin OS=Procambarus clarkii OX=6728 GN=pfn PE=2 SV=1
1261,11566,A0A0P4WEY2|A0A0P4WEY2_SCYOL,73.61,17,17,17,17,17,17,17,13,0,13,17,17,17,1.71E+03,2.55E+03,4.94E+03,1.45E+03,7.25E+02,3.41E+03,9.36E+03,,3.39E+03,1.08E+03,2.85E+03,1.01E+03,2,2,3,3,5,1,2,5,2,0,1,3,2,3,Carbamidomethylation,11280,ZnF_CDGSH domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1261,16244,A0A5B7GB69|A0A5B7GB69_PORTR,73.61,11,11,11,11,11,11,11,8,0,8,11,11,11,1.71E+03,2.55E+03,4.94E+03,1.45E+03,7.25E+02,3.41E+03,9.36E+03,,3.39E+03,1.08E+03,2.85E+03,1.01E+03,2,2,3,3,5,1,2,5,2,0,1,3,2,3,Carbamidomethylation,18651,CDGSH iron-sulfur domain-containing protein 1 OS=Portunus trituberculatus OX=210409 GN=CISD1 PE=4 SV=1
1939,2249,A0A0P4W066|A0A0P4W066_SCYOL,73.61,2,0,0,1,0,0,0,0,0,1,0,1,0,,,6.75E+02,,,,,,8.47E+02,,2.57E+02,,2,2,0,0,5,0,0,0,0,0,1,0,1,0,Carbamidomethylation,143012,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
2045,2233,A0A0P4WK11|A0A0P4WK11_SCYOL,73.58,7,3,0,0,0,0,0,4,0,4,0,0,0,9.42E+03,,,,,,1.25E+03,,6.77E+02,,,,2,2,1,0,0,0,0,0,3,0,1,0,0,0,Deamidation (NQ),43174,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
2045,2974,A0A0P4WCV1|A0A0P4WCV1_SCYOL,73.58,8,3,0,0,0,0,0,4,0,4,0,0,0,9.42E+03,,,,,,1.25E+03,,6.77E+02,,,,2,2,1,0,0,0,0,0,3,0,1,0,0,0,Deamidation (NQ),40271,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1483,9634,A0A5B7H6M4|A0A5B7H6M4_PORTR,73.43,19,0,19,18,0,0,19,0,19,18,19,19,0,,1.24E+03,3.06E+03,,,4.78E+03,,4.22E+02,3.35E+03,3.65E+03,6.36E+03,,2,2,0,4,2,0,0,2,0,2,1,2,7,0,,9045,60S ribosomal protein L24 OS=Portunus trituberculatus OX=210409 GN=RpL24 PE=3 SV=1
1871,17595,A0A5B7HJG5|A0A5B7HJG5_PORTR,73.37,16,15,0,15,0,15,0,0,0,0,0,16,15,6.38E+02,,1.51E+03,,6.45E+02,,,,,,2.19E+03,1.22E+03,2,2,1,0,2,0,1,0,0,0,0,0,2,3,,10621,Aspartate aminotransferase  mitochondrial OS=Portunus trituberculatus OX=210409 GN=GOT2_0 PE=3 SV=1
1944,32031,A0A3Q9QX36|A0A3Q9QX36_PENVA,73.27,6,3,3,3,3,0,0,0,0,0,3,0,0,9.71E+02,1.84E+02,1.18E+03,4.57E+02,,,,,,6.98E+02,,,2,2,2,1,1,2,0,0,0,0,0,1,0,0,,62097,Multifunctional fusion protein OS=Penaeus vannamei OX=6689 GN=P5CDh PE=2 SV=1
1944,32121,A0A3R7QL20|A0A3R7QL20_PENVA,73.27,6,3,3,3,3,0,0,0,0,0,3,0,0,9.71E+02,1.84E+02,1.18E+03,4.57E+02,,,,,,6.98E+02,,,2,2,2,1,1,2,0,0,0,0,0,1,0,0,,57524,Multifunctional fusion protein (Fragment) OS=Penaeus vannamei OX=6689 GN=C7M84_024577 PE=3 SV=1
2002,32034,A0A423TQQ4|A0A423TQQ4_PENVA,73.27,10,5,0,5,0,0,5,0,0,0,0,10,0,1.82E+03,,1.68E+03,,,1.22E+03,,,,,1.42E+03,,2,2,1,0,1,0,0,1,0,0,0,0,3,0,,28966,Glutathione peroxidase OS=Penaeus vannamei OX=6689 GN=C7M84_002485 PE=3 SV=1
2002,38684,A0A1L5YJT3|A0A1L5YJT3_PENMO,73.27,16,7,0,7,0,0,9,0,0,0,0,16,0,1.82E+03,,1.68E+03,,,1.22E+03,,,,,1.42E+03,,2,2,1,0,1,0,0,1,0,0,0,0,3,0,,18133,Glutathione peroxidase OS=Penaeus monodon OX=6687 PE=2 SV=1
1755,31556,A0A444TIW8|A0A444TIW8_ARMVU,73.05,15,5,5,5,0,0,15,0,5,5,5,5,0,2.47E+03,4.58E+02,2.14E+03,,,3.16E+03,,1.42E+03,8.39E+02,2.45E+03,1.96E+03,,2,2,1,2,1,0,0,2,0,1,1,1,2,0,Carbamidomethylation,23155,Ras-related protein Rab-7a OS=Armadillidium vulgare OX=13347 GN=Avbf_02162 PE=4 SV=1
1755,31557,A0A5N5T945|A0A5N5T945_9CRUS,73.05,15,5,5,5,0,0,15,0,5,5,5,5,0,2.47E+03,4.58E+02,2.14E+03,,,3.16E+03,,1.42E+03,8.39E+02,2.45E+03,1.96E+03,,2,2,1,2,1,0,0,2,0,1,1,1,2,0,Carbamidomethylation,23155,Ras-related protein Rab-7a OS=Armadillidium nasatum OX=96803 GN=RAB7A PE=4 SV=1
1755,2256,A0A0P4WFP1|A0A0P4WFP1_SCYOL,73.05,15,5,5,5,0,0,15,0,5,5,5,5,0,2.47E+03,4.58E+02,2.14E+03,,,3.16E+03,,1.42E+03,8.39E+02,2.45E+03,1.96E+03,,2,2,1,2,1,0,0,2,0,1,1,1,2,0,Carbamidomethylation,23317,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1755,2270,A0A4Y6HT99|A0A4Y6HT99_ERISI,73.05,15,5,5,5,0,0,15,0,5,5,5,5,0,2.47E+03,4.58E+02,2.14E+03,,,3.16E+03,,1.42E+03,8.39E+02,2.45E+03,1.96E+03,,2,2,1,2,1,0,0,2,0,1,1,1,2,0,Carbamidomethylation,23250,Rab7 OS=Eriocheir sinensis OX=95602 PE=2 SV=1
1755,31612,A0A0A0VB95|A0A0A0VB95_PENMO,73.05,15,6,6,6,0,0,15,0,6,6,6,6,0,2.47E+03,4.58E+02,2.14E+03,,,3.16E+03,,1.42E+03,8.39E+02,2.45E+03,1.96E+03,,2,2,1,2,1,0,0,2,0,1,1,1,2,0,Carbamidomethylation,22352,Rab7 (Fragment) OS=Penaeus monodon OX=6687 PE=2 SV=1
1755,31613,U3MXC0|U3MXC0_PENMO,73.05,15,6,6,6,0,0,15,0,6,6,6,6,0,2.47E+03,4.58E+02,2.14E+03,,,3.16E+03,,1.42E+03,8.39E+02,2.45E+03,1.96E+03,,2,2,1,2,1,0,0,2,0,1,1,1,2,0,Carbamidomethylation,22740,WSSV receptor Rab7 (Fragment) OS=Penaeus monodon OX=6687 GN=rab7 PE=2 SV=1
1755,31614,Q00P14|Q00P14_PENMO,73.05,15,5,5,5,0,0,15,0,5,5,5,5,0,2.47E+03,4.58E+02,2.14E+03,,,3.16E+03,,1.42E+03,8.39E+02,2.45E+03,1.96E+03,,2,2,1,2,1,0,0,2,0,1,1,1,2,0,Carbamidomethylation,23219,WSSV receptor Rab7 OS=Penaeus monodon OX=6687 GN=Rab7 PE=2 SV=1
1755,31615,D2DW56|D2DW56_PENVA,73.05,15,5,5,5,0,0,15,0,5,5,5,5,0,2.47E+03,4.58E+02,2.14E+03,,,3.16E+03,,1.42E+03,8.39E+02,2.45E+03,1.96E+03,,2,2,1,2,1,0,0,2,0,1,1,1,2,0,Carbamidomethylation,23219,Rab7 OS=Penaeus vannamei OX=6689 PE=2 SV=1
1755,31616,A0A0B4UCH1|A0A0B4UCH1_MACRS,73.05,15,5,5,5,0,0,15,0,5,5,5,5,0,2.47E+03,4.58E+02,2.14E+03,,,3.16E+03,,1.42E+03,8.39E+02,2.45E+03,1.96E+03,,2,2,1,2,1,0,0,2,0,1,1,1,2,0,Carbamidomethylation,23142,Rab7A OS=Macrobrachium rosenbergii OX=79674 PE=2 SV=1
1755,31617,I1SV77|I1SV77_PENCE,73.05,13,5,5,5,0,0,13,0,5,5,5,5,0,2.47E+03,4.58E+02,2.14E+03,,,3.16E+03,,1.42E+03,8.39E+02,2.45E+03,1.96E+03,,2,2,1,2,1,0,0,2,0,1,1,1,2,0,Carbamidomethylation,26566,Rab7 OS=Penaeus chinensis OX=139456 GN=PcRab7 PE=2 SV=1
1685,33849,A0A3R7PSB0|A0A3R7PSB0_PENVA,72.96,6,0,4,0,0,4,0,0,4,6,0,0,0,,3.21E+02,,,5.24E+02,,,4.12E+02,1.76E+03,,,,2,2,0,1,0,0,2,0,0,1,9,0,0,0,Acetylation (Protein N-term),46104,Cathepsin F-like cysteine peptidase protein OS=Penaeus vannamei OX=6689 GN=C7M84_006040 PE=3 SV=1
2116,31525,A0A0E3T149|A0A0E3T149_CHEQU,72.76,5,0,5,0,3,0,0,0,0,0,0,2,0,,3.40E+03,,6.85E+02,,,,,,,1.33E+03,,2,2,0,2,0,1,0,0,0,0,0,0,1,0,Carbamidomethylation,93275,Heat shock protein OS=Cherax quadricarinatus OX=27406 GN=HSP70 PE=2 SV=1
2116,31924,A0A0E3T267|A0A0E3T267_CHEDE,72.76,5,0,5,0,3,0,0,0,0,0,0,2,0,,3.40E+03,,6.85E+02,,,,,,,1.33E+03,,2,2,0,2,0,1,0,0,0,0,0,0,1,0,Carbamidomethylation,93280,Heat shock protein OS=Cherax destructor OX=6723 GN=HSP70 PE=2 SV=1
1631,29834,A0A4D6YQI3|A0A4D6YQI3_GRAJA,72.68,6,2,0,2,0,0,6,0,2,0,0,6,0,7.68E+02,,6.15E+02,,,6.39E+03,,9.10E+02,,,4.15E+03,,2,2,1,0,2,0,0,5,0,1,0,0,5,0,,61257,Glutamate decarboxylase OS=Grandidierella japonica OX=429032 PE=2 SV=1
1916,3656,A0A0P4WI86|A0A0P4WI86_SCYOL,72.64,7,0,0,0,0,4,0,4,3,4,4,0,0,,,,,7.02E+02,,4.22E+03,1.70E+05,2.34E+03,2.76E+03,,,2,2,0,0,0,0,2,0,2,1,2,1,0,0,Carbamidomethylation,38018,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1649,6397,A0A5B7FA11|A0A5B7FA11_PORTR,72.62,12,0,12,12,7,0,12,7,0,12,12,12,0,,1.06E+03,1.65E+03,6.21E+02,,1.76E+03,1.37E+03,,2.05E+03,3.39E+02,1.59E+03,,2,2,0,2,4,2,0,1,1,0,2,1,2,0,,24058,GCS light chain OS=Portunus trituberculatus OX=210409 GN=Gclm PE=3 SV=1
1376,29846,F5A6E3|F5A6E3_PROCL,72.58,10,10,6,10,4,4,10,4,0,0,4,4,0,1.88E+03,1.44E+02,1.65E+03,1.92E+03,3.78E+02,2.98E+03,8.69E+02,,,4.20E+02,8.11E+02,,2,2,8,1,4,2,1,4,1,0,0,1,2,0,Carbamidomethylation,28828,40S ribosomal protein S6 OS=Procambarus clarkii OX=6728 PE=2 SV=1
1853,2014,A0A5B7CU70|A0A5B7CU70_PORTR,72.56,4,4,4,0,0,0,4,0,0,2,0,2,0,3.23E+03,2.26E+03,,,,2.16E+03,,,7.89E+02,,2.34E+03,,2,2,2,3,0,0,0,2,0,0,2,0,1,0,,52677,Fibrinogen C domain-containing protein 1 OS=Portunus trituberculatus OX=210409 GN=Fibcd1 PE=4 SV=1
1652,48384,R9TEX5|R9TEX5_ACAPC,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9561,40S ribosomal protein S27 OS=Acartia pacifica OX=335913 PE=2 SV=1
1652,48385,A0A0U2IG23|A0A0U2IG23_ACAPC,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9551,40S ribosomal protein S27 OS=Acartia pacifica OX=335913 PE=2 SV=1
1652,50910,sp|P55833|RS27_HOMAM,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9239,40S ribosomal protein S27 OS=Homarus americanus OX=6706 GN=RPS27 PE=3 SV=2
1652,51449,A0A553NSX5|A0A553NSX5_TIGCA,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9522,40S ribosomal protein S27 OS=Tigriopus californicus OX=6832 GN=TCAL_02481 PE=3 SV=1
1652,51944,A0A5N5TMT0|A0A5N5TMT0_9CRUS,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9311,40S ribosomal protein S27 OS=Armadillidium nasatum OX=96803 GN=RPS27 PE=3 SV=1
1652,51945,C1C3C3|C1C3C3_CALCM,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9596,40S ribosomal protein S27 OS=Caligus clemensi OX=344056 GN=RS27 PE=2 SV=1
1652,51946,A0A650FXG5|A0A650FXG5_PENJP,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9223,40S ribosomal protein S27 OS=Penaeus japonicus OX=27405 GN=rps27 PE=2 SV=1
1652,51947,A0A0U2T6K3|A0A0U2T6K3_9MAXI,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9531,40S ribosomal protein S27 OS=Centropages tenuiremis OX=544689 PE=2 SV=1
1652,51948,C1BMN3|C1BMN3_CALRO,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9591,40S ribosomal protein S27 OS=Caligus rogercresseyi OX=217165 GN=RS27 PE=2 SV=1
1652,51949,A0A3R7QE43|A0A3R7QE43_PENVA,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9223,40S ribosomal protein S27 OS=Penaeus vannamei OX=6689 GN=C7M84_005634 PE=3 SV=1
1652,51950,A0A0U2VE42|A0A0U2VE42_9MAXI,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9493,40S ribosomal protein S27 OS=Pseudodiaptomus poplesia OX=213370 PE=2 SV=1
1652,51951,A0A0U2UHF0|A0A0U2UHF0_9MAXI,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9451,40S ribosomal protein S27 OS=Tortanus forcipatus OX=197020 PE=2 SV=1
1652,51952,C1BU02|C1BU02_LEPSM,72.54,17,0,0,15,0,0,17,0,15,0,15,17,0,,,1.08E+03,,,2.53E+03,,6.53E+02,,2.05E+03,2.28E+03,,2,2,0,0,1,0,0,3,0,2,0,3,5,0,,9577,40S ribosomal protein S27 OS=Lepeophtheirus salmonis OX=72036 GN=RS27 PE=2 SV=1
1363,2765,A0A5B7DR43|A0A5B7DR43_PORTR,72.5,8,5,5,5,5,5,8,5,5,5,0,8,5,6.73E+02,7.98E+02,1.28E+03,4.09E+02,5.76E+02,2.13E+03,2.04E+02,5.70E+02,9.17E+02,,8.33E+02,5.92E+02,2,2,2,1,1,1,3,7,1,2,1,0,4,2,,44597,Voltage-dependent calcium channel subunit alpha-2/delta-3 OS=Portunus trituberculatus OX=210409 GN=Cacna2d3_0 PE=4 SV=1
1716,33878,A0A346QR82|A0A346QR82_PROCL,72.49,7,3,7,4,4,3,4,0,3,0,0,3,3,1.64E+03,2.42E+03,3.75E+02,6.07E+02,2.71E+03,1.00E+03,,1.10E+03,,,1.03E+03,1.23E+03,2,2,1,2,1,1,1,1,0,1,0,0,1,3,Carbamidomethylation,47077,26S proteasome non-ATPase regulatory subunit 4 (Fragment) OS=Procambarus clarkii OX=6728 GN=Psmd4 PE=2 SV=1
1716,2494,A0A0P4WEX1|A0A0P4WEX1_SCYOL,72.49,7,3,7,4,4,3,4,0,3,0,0,3,3,1.64E+03,2.42E+03,3.75E+02,6.07E+02,2.71E+03,1.00E+03,,1.10E+03,,,1.03E+03,1.23E+03,2,2,1,2,1,1,1,1,0,1,0,0,1,3,Carbamidomethylation,48765,26S proteasome non-ATPase regulatory subunit 4 OS=Scylla olivacea OX=85551 PE=3 SV=1
2354,3120,A0A5B7CHA7|A0A5B7CHA7_PORTR,72.48,4,0,0,4,0,0,0,0,0,4,0,0,0,,,5.28E+02,,,,,,3.17E+02,,,,2,2,0,0,1,0,0,0,0,0,1,0,0,0,,42279,Gamma-cystathionase OS=Portunus trituberculatus OX=210409 GN=Cth_1 PE=3 SV=1
1703,1273,A0A5B7F791|A0A5B7F791_PORTR,72.46,1,0,1,0,0,0,0,0,0,0,0,0,0,6.58E+02,1.31E+03,1.19E+03,9.69E+02,5.30E+02,1.33E+03,8.90E+02,,,,9.41E+02,,2,2,1,2,1,1,2,2,1,0,0,0,2,0,,275414,Uncharacterized protein OS=Portunus trituberculatus OX=210409 GN=E2C01_034682 PE=4 SV=1
1661,1467,A0A6G9W6A6|A0A6G9W6A6_9EUCA,72.44,6,0,2,2,4,0,0,0,2,0,2,2,2,,1.41E+03,6.68E+03,8.73E+02,,,,1.18E+03,,1.27E+03,9.64E+02,1.29E+03,2,2,0,2,1,2,0,0,0,3,0,1,1,3,,57080,Xaa-Pro dipeptidase (Fragment) OS=Helice tientsinensis OX=72983 GN=XPD PE=2 SV=1
1661,1657,A0A6G9W693|A0A6G9W693_ERISI,72.44,6,0,2,2,4,0,0,0,2,0,2,2,2,,1.41E+03,6.68E+03,8.73E+02,,,,1.18E+03,,1.27E+03,9.64E+02,1.29E+03,2,2,0,2,1,2,0,0,0,3,0,1,1,3,,57001,Xaa-Pro dipeptidase (Fragment) OS=Eriocheir sinensis OX=95602 GN=XPD PE=2 SV=1
1661,1776,A0A6G9W470|A0A6G9W470_9EUCA,72.44,6,0,2,2,4,0,0,0,2,0,2,2,2,,1.41E+03,6.68E+03,8.73E+02,,,,1.18E+03,,1.27E+03,9.64E+02,1.29E+03,2,2,0,2,1,2,0,0,0,3,0,1,1,3,,57101,Xaa-Pro dipeptidase (Fragment) OS=Parasesarma affine OX=1550548 GN=XPD PE=2 SV=1
1661,1688,A0A6G9W3U1|A0A6G9W3U1_9EUCA,72.44,7,0,2,2,4,0,0,0,2,0,2,2,2,,1.41E+03,6.68E+03,8.73E+02,,,,1.18E+03,,1.27E+03,9.64E+02,1.29E+03,2,2,0,2,1,2,0,0,0,3,0,1,1,3,,51738,Xaa-Pro dipeptidase (Fragment) OS=Parasesarma pictum OX=1904478 GN=XPD PE=2 SV=1
1661,1846,A0A6G9W455|A0A6G9W455_9EUCA,72.44,6,0,2,2,4,0,0,0,2,0,2,2,2,,1.41E+03,6.68E+03,8.73E+02,,,,1.18E+03,,1.27E+03,9.64E+02,1.29E+03,2,2,0,2,1,2,0,0,0,3,0,1,1,3,,56992,Xaa-Pro dipeptidase (Fragment) OS=Metopograpsus quadridentatus OX=331402 GN=XPD PE=2 SV=1
1905,3570,A0A0P4W2K1|A0A0P4W2K1_SCYOL,72.39,7,0,0,0,4,0,4,4,4,0,0,4,0,,,,1.09E+03,,2.73E+02,5.11E+02,4.04E+02,,,1.12E+03,,2,2,0,0,0,1,0,3,2,1,0,0,1,0,,37274,Thioredoxin domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1646,3732,A0A0P4W9R6|A0A0P4W9R6_SCYOL,72.35,7,7,0,7,0,0,7,0,0,0,5,0,0,7.65E+02,,1.99E+03,,,4.70E+03,,,,2.11E+03,,,2,2,2,0,3,0,0,3,0,0,0,6,0,0,,37210,CSD domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1646,3733,A0A0P4WMR1|A0A0P4WMR1_SCYOL,72.35,7,7,0,7,0,0,7,0,0,0,5,0,0,7.65E+02,,1.99E+03,,,4.70E+03,,,,2.11E+03,,,2,2,2,0,3,0,0,3,0,0,0,6,0,0,,38595,CSD domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1646,6414,A0A0P4WTV9|A0A0P4WTV9_SCYOL,72.35,8,8,0,8,0,0,8,0,0,0,5,0,0,7.65E+02,,1.99E+03,,,4.70E+03,,,,2.11E+03,,,2,2,2,0,3,0,0,3,0,0,0,6,0,0,,32828,CSD domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1646,50216,A0A6G7BMS6|A0A6G7BMS6_PENMO,72.35,27,27,0,27,0,0,27,0,0,0,18,0,0,7.65E+02,,1.99E+03,,,4.70E+03,,,,2.11E+03,,,2,2,2,0,3,0,0,3,0,0,0,6,0,0,,9712,Cold shock Y-box protein (Fragment) OS=Penaeus monodon OX=6687 PE=2 SV=1
